"Area_Name","Area_Code","Area_Type","Sex","Age_group","Age_band_type","Year","Population","Data_type"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","30-34 years","5 years","2011",4669,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","35-39 years","5 years","2011",4103,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","40-44 years","5 years","2011",4184,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","45-49 years","5 years","2011",3821,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","5-9 years","5 years","2011",3419,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","50-54 years","5 years","2011",3317,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","55-59 years","5 years","2011",2756,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","60-64 years","5 years","2011",2503,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","65-69 years","5 years","2011",1748,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","70-74 years","5 years","2011",1295,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","75-79 years","5 years","2011",1104,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","80-84 years","5 years","2011",962,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","85-89 years","5 years","2011",524,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","90+ years","5 years","2011",190,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","0-4 years","5 years","2011",6405,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","10-14 years","5 years","2011",6763,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","15-19 years","5 years","2011",6536,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","20-24 years","5 years","2011",4883,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","25-29 years","5 years","2011",5772,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","30-34 years","5 years","2011",6545,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","35-39 years","5 years","2011",7695,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","40-44 years","5 years","2011",9018,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","45-49 years","5 years","2011",9158,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","5-9 years","5 years","2011",6245,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","50-54 years","5 years","2011",8006,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","55-59 years","5 years","2011",6912,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","60-64 years","5 years","2011",7254,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","65-69 years","5 years","2011",5915,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","70-74 years","5 years","2011",4473,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","75-79 years","5 years","2011",4075,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","80-84 years","5 years","2011",3592,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","85-89 years","5 years","2011",2388,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","90+ years","5 years","2011",1643,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","0-4 years","5 years","2011",6624,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","10-14 years","5 years","2011",7360,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","15-19 years","5 years","2011",7188,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","20-24 years","5 years","2011",5259,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","25-29 years","5 years","2011",5794,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","30-34 years","5 years","2011",6166,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","35-39 years","5 years","2011",7054,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","40-44 years","5 years","2011",8597,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","45-49 years","5 years","2011",8948,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","5-9 years","5 years","2011",6697,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","50-54 years","5 years","2011",7812,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","55-59 years","5 years","2011",6799,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","60-64 years","5 years","2011",7032,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","65-69 years","5 years","2011",5594,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","70-74 years","5 years","2011",3929,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","75-79 years","5 years","2011",3290,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","80-84 years","5 years","2011",2515,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","85-89 years","5 years","2011",1322,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","90+ years","5 years","2011",575,"Estimates - ONS"
"West Sussex","E10000032","County","Female","0-4 years","5 years","2011",22566,"Estimates - ONS"
"West Sussex","E10000032","County","Female","10-14 years","5 years","2011",21881,"Estimates - ONS"
"West Sussex","E10000032","County","Female","15-19 years","5 years","2011",22373,"Estimates - ONS"
"West Sussex","E10000032","County","Female","20-24 years","5 years","2011",20399,"Estimates - ONS"
"West Sussex","E10000032","County","Female","25-29 years","5 years","2011",22183,"Estimates - ONS"
"West Sussex","E10000032","County","Female","30-34 years","5 years","2011",23868,"Estimates - ONS"
"West Sussex","E10000032","County","Female","35-39 years","5 years","2011",26128,"Estimates - ONS"
"West Sussex","E10000032","County","Female","40-44 years","5 years","2011",30159,"Estimates - ONS"
"West Sussex","E10000032","County","Female","45-49 years","5 years","2011",31146,"Estimates - ONS"
"West Sussex","E10000032","County","Female","5-9 years","5 years","2011",20929,"Estimates - ONS"
"West Sussex","E10000032","County","Female","50-54 years","5 years","2011",27742,"Estimates - ONS"
"West Sussex","E10000032","County","Female","55-59 years","5 years","2011",24787,"Estimates - ONS"
"West Sussex","E10000032","County","Female","60-64 years","5 years","2011",28041,"Estimates - ONS"
"West Sussex","E10000032","County","Female","65-69 years","5 years","2011",23849,"Estimates - ONS"
"West Sussex","E10000032","County","Female","70-74 years","5 years","2011",19735,"Estimates - ONS"
"West Sussex","E10000032","County","Female","75-79 years","5 years","2011",17859,"Estimates - ONS"
"West Sussex","E10000032","County","Female","80-84 years","5 years","2011",15427,"Estimates - ONS"
"West Sussex","E10000032","County","Female","85-89 years","5 years","2011",10943,"Estimates - ONS"
"West Sussex","E10000032","County","Female","90+ years","5 years","2011",7196,"Estimates - ONS"
"West Sussex","E10000032","County","Male","0-4 years","5 years","2011",24104,"Estimates - ONS"
"West Sussex","E10000032","County","Male","10-14 years","5 years","2011",23689,"Estimates - ONS"
"West Sussex","E10000032","County","Male","15-19 years","5 years","2011",24027,"Estimates - ONS"
"West Sussex","E10000032","County","Male","20-24 years","5 years","2011",20644,"Estimates - ONS"
"West Sussex","E10000032","County","Male","25-29 years","5 years","2011",21718,"Estimates - ONS"
"West Sussex","E10000032","County","Male","30-34 years","5 years","2011",22466,"Estimates - ONS"
"West Sussex","E10000032","County","Male","35-39 years","5 years","2011",24241,"Estimates - ONS"
"West Sussex","E10000032","County","Male","40-44 years","5 years","2011",29335,"Estimates - ONS"
"West Sussex","E10000032","County","Male","45-49 years","5 years","2011",29817,"Estimates - ONS"
"West Sussex","E10000032","County","Male","5-9 years","5 years","2011",22487,"Estimates - ONS"
"West Sussex","E10000032","County","Male","50-54 years","5 years","2011",26484,"Estimates - ONS"
"West Sussex","E10000032","County","Male","55-59 years","5 years","2011",23723,"Estimates - ONS"
"West Sussex","E10000032","County","Male","60-64 years","5 years","2011",25927,"Estimates - ONS"
"West Sussex","E10000032","County","Male","65-69 years","5 years","2011",22136,"Estimates - ONS"
"West Sussex","E10000032","County","Male","70-74 years","5 years","2011",17053,"Estimates - ONS"
"West Sussex","E10000032","County","Male","75-79 years","5 years","2011",14239,"Estimates - ONS"
"West Sussex","E10000032","County","Male","80-84 years","5 years","2011",10840,"Estimates - ONS"
"West Sussex","E10000032","County","Male","85-89 years","5 years","2011",6066,"Estimates - ONS"
"West Sussex","E10000032","County","Male","90+ years","5 years","2011",2712,"Estimates - ONS"
"Worthing","E07000229","District","Female","0-4 years","5 years","2011",3053,"Estimates - ONS"
"Worthing","E07000229","District","Female","10-14 years","5 years","2011",2744,"Estimates - ONS"
"Worthing","E07000229","District","Female","15-19 years","5 years","2011",2760,"Estimates - ONS"
"Worthing","E07000229","District","Female","20-24 years","5 years","2011",2794,"Estimates - ONS"
"Worthing","E07000229","District","Female","25-29 years","5 years","2011",3142,"Estimates - ONS"
"Worthing","E07000229","District","Female","30-34 years","5 years","2011",3336,"Estimates - ONS"
"Worthing","E07000229","District","Female","35-39 years","5 years","2011",3503,"Estimates - ONS"
"Worthing","E07000229","District","Female","40-44 years","5 years","2011",3944,"Estimates - ONS"
"Worthing","E07000229","District","Female","45-49 years","5 years","2011",4062,"Estimates - ONS"
"Worthing","E07000229","District","Female","5-9 years","5 years","2011",2634,"Estimates - ONS"
"Worthing","E07000229","District","Female","50-54 years","5 years","2011",3415,"Estimates - ONS"
"Worthing","E07000229","District","Female","55-59 years","5 years","2011",2993,"Estimates - ONS"
"Worthing","E07000229","District","Female","60-64 years","5 years","2011",3368,"Estimates - ONS"
"Worthing","E07000229","District","Female","65-69 years","5 years","2011",2920,"Estimates - ONS"
"Worthing","E07000229","District","Female","70-74 years","5 years","2011",2451,"Estimates - ONS"
"Worthing","E07000229","District","Female","75-79 years","5 years","2011",2343,"Estimates - ONS"
"Worthing","E07000229","District","Female","80-84 years","5 years","2011",2117,"Estimates - ONS"
"Worthing","E07000229","District","Female","85-89 years","5 years","2011",1671,"Estimates - ONS"
"Worthing","E07000229","District","Female","90+ years","5 years","2011",1192,"Estimates - ONS"
"Worthing","E07000229","District","Male","0-4 years","5 years","2011",3291,"Estimates - ONS"
"Worthing","E07000229","District","Male","10-14 years","5 years","2011",2845,"Estimates - ONS"
"Worthing","E07000229","District","Male","15-19 years","5 years","2011",2955,"Estimates - ONS"
"Worthing","E07000229","District","Male","20-24 years","5 years","2011",2696,"Estimates - ONS"
"Worthing","E07000229","District","Male","25-29 years","5 years","2011",2861,"Estimates - ONS"
"Worthing","E07000229","District","Male","30-34 years","5 years","2011",3090,"Estimates - ONS"
"Worthing","E07000229","District","Male","35-39 years","5 years","2011",3336,"Estimates - ONS"
"Worthing","E07000229","District","Male","40-44 years","5 years","2011",4038,"Estimates - ONS"
"Worthing","E07000229","District","Male","45-49 years","5 years","2011",3890,"Estimates - ONS"
"Worthing","E07000229","District","Male","5-9 years","5 years","2011",2978,"Estimates - ONS"
"Worthing","E07000229","District","Male","50-54 years","5 years","2011",3390,"Estimates - ONS"
"Worthing","E07000229","District","Male","55-59 years","5 years","2011",2855,"Estimates - ONS"
"Worthing","E07000229","District","Male","60-64 years","5 years","2011",3228,"Estimates - ONS"
"Worthing","E07000229","District","Male","65-69 years","5 years","2011",2592,"Estimates - ONS"
"Worthing","E07000229","District","Male","70-74 years","5 years","2011",2115,"Estimates - ONS"
"Worthing","E07000229","District","Male","75-79 years","5 years","2011",1676,"Estimates - ONS"
"Worthing","E07000229","District","Male","80-84 years","5 years","2011",1447,"Estimates - ONS"
"Worthing","E07000229","District","Male","85-89 years","5 years","2011",862,"Estimates - ONS"
"Worthing","E07000229","District","Male","90+ years","5 years","2011",411,"Estimates - ONS"
"Adur","E07000223","District","Female","0-4 years","5 years","2012",1773,"Estimates - ONS"
"Adur","E07000223","District","Female","10-14 years","5 years","2012",1490,"Estimates - ONS"
